QUERY_ID	COG_ID	CDD_ID	EVALUE	IDENTITY	GENE_NAME	COG_NAME	COG_LETTER	COG_DESCRIPTION
NP_415062.1	COG0190	223268	1.41e-165	59.075	FolD	5,10-methylene-tetrahydrofolate dehydrogenase/Methenyl tetrahydrofolate cyclohydrolase	H	Coenzyme transport and metabolism
NP_415063.4	COG3539	226069	4.45e-32	38.503	FimA	Pilin (type 1 fimbrial protein)	N	Cell motility
NP_415064.1	COG3121	225663	1.06e-77	48.696	FimC	P pilus assembly protein, chaperone PapD	W	Extracellular structures
NP_415065.1	COG3188	225729	0.0	47.141	FimD	Outer membrane usher protein FimD/PapC	N	Cell motility
NP_415066.2	COG3539	226069	7.62e-17	21.106	FimA	Pilin (type 1 fimbrial protein)	N	Cell motility
NP_415067.1	COG3539	226069	3.44e-35	30.055	FimA	Pilin (type 1 fimbrial protein)	N	Cell motility
NP_415068.1	COG2197	225107	4.31e-70	32.367	CitB	DNA-binding response regulator, NarL/FixJ family, contains REC and HTH domains	T	Signal transduction mechanisms
NP_415069.1	COG0582	223655	1.3e-12	18.121	FimB	Integrase/recombinase, includes phage integrase	L	Replication, recombination and repair
NP_415072.2	COG2963	225511	3.98e-06	37.755	InsE	Transposase InsE and inactivated derivatives	X	Mobilome: prophages, transposons
NP_415073.1	COG2801	225361	2.2e-36	33.865	Tra5	Transposase InsO and inactivated derivatives	X	Mobilome: prophages, transposons
NP_415075.1	COG2076	224987	5.49e-38	53.774	EmrE	Multidrug transporter EmrE and related cation transporters	V	Defense mechanisms
NP_415076.1	COG1961	224872	1.05e-24	22.088	SpoIVCA	Site-specific DNA recombinase SpoIVCA/DNA invertase PinE	L	Replication, recombination and repair
NP_415077.1	COG1881	224793	2.85e-72	45.109	PEBP	Uncharacterized conserved protein, phosphatidylethanolamine-binding protein (PEBP) family	R	General function prediction only
NP_415078.1	COG2207	225117	1.99e-22	29.839	AraC	AraC-type DNA-binding domain and AraC-containing proteins	K	Transcription
NP_415082.1	COG4570	226936	5.31e-43	42.424	RusA	Holliday junction resolvase RusA (prophage-encoded endonuclease)	L	Replication, recombination and repair
NP_415084.1	COG3039	225581	2.8e-59	34.601	IS5	Transposase and inactivated derivatives, IS5 family	X	Mobilome: prophages, transposons
NP_415087.1	COG3772	226295	4.4e-59	49.66	RrrD	Phage-related lysozyme (muramidase), GH24 family	M	Cell wall/membrane/envelope biogenesis
YP_588440.1	COG3417	225951	0.008	25.926	LpoB	Outer membrane lipoprotein LpoB, binds and activates PBP1b	M	Cell wall/membrane/envelope biogenesis
NP_415090.2	COG5562	227849	1.2e-66	54.478	YbcV	Prophage-encoded protein YbcV, DUF1398 family	X	Mobilome: prophages, transposons
NP_415092.1	COG4220	226673	1.08e-80	70.166	Nu1	Phage DNA packaging protein, Nu1 subunit of terminase	X	Mobilome: prophages, transposons
NP_415096.1	COG2207	225117	7.41e-27	34.737	AraC	AraC-type DNA-binding domain and AraC-containing proteins	K	Transcription
NP_415097.1	COG4571	226937	6.75e-171	67.812	OmpT	Outer membrane protease	M	Cell wall/membrane/envelope biogenesis
NP_415098.1	COG2207	225117	5.51e-20	29.6	AraC	AraC-type DNA-binding domain and AraC-containing proteins	K	Transcription
NP_415100.1	COG4783	227122	0.000332	27.338	BepA	Outer membrane protein chaperone/metalloprotease BepA/YfgC, contains M48 and TPR domains	M	Cell wall/membrane/envelope biogenesis
NP_415101.1	COG1215	224136	2.31e-07	16.176	BcsA	Glycosyltransferase, catalytic subunit of cellulose synthase and poly-beta-1,6-N-acetylglucosamine synthase	N	Cell motility
NP_415102.1	COG0642	223715	8.46e-60	30.938	BaeS	Signal transduction histidine kinase	T	Signal transduction mechanisms
NP_415103.1	COG0745	223816	1.02e-87	44.348	OmpR	DNA-binding response regulator, OmpR family, contains REC and winged-helix (wHTH) domain	T	Signal transduction mechanisms
NP_415104.1	COG1538	224455	3.84e-98	37.748	TolC	Outer membrane protein TolC	M	Cell wall/membrane/envelope biogenesis
NP_415105.1	COG5569	227856	7.96e-54	56.481	CusF	Periplasmic Cu and Ag efflux protein CusF	P	Inorganic ion transport and metabolism
NP_415106.1	COG0845	223914	1.1e-22	29.283	AcrA	Multidrug efflux pump subunit AcrA (membrane-fusion protein)	M	Cell wall/membrane/envelope biogenesis
NP_415107.1	COG3696	226220	0.0	59.351	CusA	Cu/Ag efflux pump CusA	P	Inorganic ion transport and metabolism
NP_415108.1	COG1113	224038	0.0	54.545	AnsP	L-asparagine transporter or related permease	E	Amino acid transport and metabolism
NP_415109.1	COG0668	223740	2.78e-37	20.375	MscS	Small-conductance mechanosensitive channel	M	Cell wall/membrane/envelope biogenesis
NP_415110.1	COG0778	223849	4.84e-34	24.887	NfnB	Nitroreductase	C	Energy production and conversion
NP_415111.1	COG2315	225197	1.01e-53	48.718	MmcQ	Predicted DNA-binding protein with ‘double-wing’ structural motif, MmcQ/YjbR family	K	Transcription
NP_415113.1	COG2170	225081	0.0	55.616	YbdK	Gamma-glutamyl:cysteine ligase YbdK, ATP-grasp superfamily	O	Posttranslational modification, protein turnover, chaperones
NP_415114.1	COG3385	225920	7.78e-08	18.827	InsG	IS4 transposase InsG	X	Mobilome: prophages, transposons
NP_415115.2	COG2977	225524	6.71e-91	53.953	EntD	4'-phosphopantetheinyl transferase EntD (siderophore biosynthesis)	Q	Secondary metabolites biosynthesis, transport and catabolism
NP_415116.1	COG4771	227112	0.0	53.298	FepA	Outer membrane receptor for ferrienterochelin and colicins	P	Inorganic ion transport and metabolism
NP_415117.2	COG2382	225256	4.73e-136	49.164	Fes	Enterochelin esterase or related enzyme	P	Inorganic ion transport and metabolism
YP_588441.1	COG3251	225790	2.71e-34	52.113	MbtH	MbtH family protein, regulates adenylation domains of NRPSs	Q	Secondary metabolites biosynthesis, transport and catabolism
NP_415118.1	COG1020	223951	1.42e-158	37.06	EntF	EntF, seryl-AMP synthase component  of non-ribosomal peptide synthetase	Q	Secondary metabolites biosynthesis, transport and catabolism
NP_415119.1	COG3765	226288	6.49e-146	45.856	WzzB	LPS O-antigen chain length determinant protein, WzzB/FepE family	M	Cell wall/membrane/envelope biogenesis
NP_415120.1	COG1120	224045	1.78e-139	53.101	FepC	ABC-type cobalamin/Fe3+-siderophores transport system, ATPase component	P	Inorganic ion transport and metabolism
NP_415121.1	COG4779	227119	2.34e-136	74.018	FepG	ABC-type enterobactin transport system, permease component	P	Inorganic ion transport and metabolism
NP_415122.1	COG0609	223682	7.92e-67	45.048	FepD	ABC-type Fe3+-siderophore transport system, permease component	P	Inorganic ion transport and metabolism
NP_415123.1	COG0477	223553	1.03e-05	22.36	ProP	MFS family permease, includes anhydromuropeptide permease AmpG	G	Carbohydrate transport and metabolism
NP_415124.1	COG4592	226958	0.0	84.906	FepB	ABC-type Fe2+-enterobactin transport system, periplasmic component	P	Inorganic ion transport and metabolism
NP_415125.1	COG1169	224091	0.0	46.883	MenF	Isochorismate synthase EntC	H	Coenzyme transport and metabolism
NP_415126.1	COG1021	223952	0.0	72.14	EntE	EntE, 2,3-dihydroxybenzoate-AMP synthase component of non-ribosomal peptide synthetase	Q	Secondary metabolites biosynthesis, transport and catabolism
NP_415127.1	COG1535	224452	1.59e-147	80.0	EntB1	Isochorismate hydrolase	Q	Secondary metabolites biosynthesis, transport and catabolism
NP_415128.1	COG1028	223959	1.02e-57	36.68	FabG	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family	I	Lipid transport and metabolism
NP_415129.1	COG2050	224961	1.04e-41	32.609	PaaI	Acyl-CoA thioesterase PaaI, contains HGG motif	Q	Secondary metabolites biosynthesis, transport and catabolism
NP_415130.1	COG1966	224877	0.0	45.991	CstA	Carbon starvation protein CstA (peptide/pyruvate transporter)	C	Energy production and conversion
YP_588442.1	COG2879	225434	2.28e-38	81.538	YbdD	Uncharacterized short protein YbdD, DUF466 family	S	Function unknown
NP_415132.1	COG0371	223448	2.37e-127	38.356	GldA	Glycerol dehydrogenase or related enzyme, iron-containing ADH family	C	Energy production and conversion
NP_415133.1	COG0436	223513	2.41e-125	36.828	AspB	Aspartate/methionine/tyrosine aminotransferase	E	Amino acid transport and metabolism
NP_415134.1	COG1475	224392	6.43e-32	31.308	Spo0J	Chromosome segregation protein Spo0J, contains ParB-like nuclease domain	D	Cell cycle control, cell division, chromosome partitioning
NP_415135.1	COG3969	226478	0.0	68.78	YbdN	Predicted phosphoadenosine phosphosulfate sulfurtransferase, contains C-terminal DUF3440 domain	R	General function prediction only
NP_415136.1	COG0583	223656	4.1e-36	21.959	LysR	DNA-binding transcriptional regulator, LysR family	K	Transcription
NP_415137.2	COG1651	224565	3.16e-45	31.064	DsbG	Protein thiol-disulfide isomerase DsbC	O	Posttranslational modification, protein turnover, chaperones
NP_415138.1	COG0450	223527	3.21e-92	51.596	AhpC	Alkyl hydroperoxide reductase subunit AhpC (peroxiredoxin)	V	Defense mechanisms
NP_415139.2	COG3634	226160	0.0	78.503	AhpF	Alkyl hydroperoxide reductase subunit AhpF	V	Defense mechanisms
NP_415140.1	COG0589	223662	1.16e-21	38.926	UspA	Nucleotide-binding universal stress protein,  UspA family	T	Signal transduction mechanisms
NP_415141.1	COG1063	223991	1.25e-108	38.875	Tdh	Threonine dehydrogenase or related Zn-dependent dehydrogenase	E	Amino acid transport and metabolism
NP_415143.1	COG0782	223853	3.68e-40	36.364	GreA	Transcription elongation factor, GreA/GreB family	K	Transcription
NP_415144.1	COG3719	226242	5.73e-97	46.691	RnaI	Ribonuclease I	J	Translation, ribosomal structure and biogenesis
NP_415145.1	COG0471	223547	1.69e-85	34.511	CitT	Di- and tricarboxylate antiporter	G	Carbohydrate transport and metabolism
NP_415146.1	COG1767	224681	1.9e-108	51.264	CitG	Triphosphoribosyl-dephospho-CoA synthetase	H	Coenzyme transport and metabolism
NP_415147.1	COG3697	226221	4.43e-108	76.503	CitX	Phosphoribosyl-dephospho-CoA transferase (holo-ACP synthetase)	H	Coenzyme transport and metabolism
NP_415148.1	COG3051	225593	0.0	87.719	CitF	Citrate lyase, alpha subunit	C	Energy production and conversion
NP_415149.4	COG2301	225184	9.15e-114	47.569	CitE	Citrate lyase beta subunit	G	Carbohydrate transport and metabolism
NP_415150.1	COG3052	225594	2.14e-56	84.694	CitD	Acyl-carrier protein (citrate lyase gamma subunit)	C	Energy production and conversion
NP_415151.4	COG3053	225595	0.0	77.841	CitC	Citrate lyase synthetase CitC	C	Energy production and conversion
NP_415152.1	COG3290	225827	0.0	47.874	CitA	Sensor histidine kinase DipB regulating citrate/malate metabolism	T	Signal transduction mechanisms
NP_415153.1	COG4565	226931	2.38e-126	56.306	CitB	DNA-binding response regulator DpiB of citrate/malate metabolism	K	Transcription
NP_415154.1	COG3069	225611	2.96e-161	73.556	DcuC	C4-dicarboxylate transporter DcuC	C	Energy production and conversion
NP_415156.1	COG1278	224197	1.41e-39	73.134	CspC	Cold shock protein, CspA family	K	Transcription
NP_415157.1	COG0239	223317	2.52e-35	42.742	CrcB	Fluoride ion exporter CrcB/FEX, affects chromosome condensation	D	Cell cycle control, cell division, chromosome partitioning
NP_415160.1	COG1826	224739	7.52e-08	36.735	TatA	Twin-arginine protein secretion pathway components TatA and TatB	U	Intracellular trafficking, secretion, and vesicular transport
NP_415161.1	COG0320	223397	0.0	67.961	LipA	Lipoate synthase	H	Coenzyme transport and metabolism
NP_415162.4	COG0583	223656	7.81e-40	21.502	LysR	DNA-binding transcriptional regulator, LysR family	K	Transcription
NP_415163.2	COG0321	223398	1.95e-122	62.745	LipB	Lipoate-protein ligase B	H	Coenzyme transport and metabolism
NP_415164.1	COG2921	225473	1.03e-49	78.652	YbeD	Putative lipoate-binding regulatory protein, UPF0250 family	T	Signal transduction mechanisms
NP_415165.1	COG1686	224600	1.45e-169	50.505	DacC	D-alanyl-D-alanine carboxypeptidase	M	Cell wall/membrane/envelope biogenesis
NP_415166.1	COG0797	223868	3.21e-75	42.231	RlpA	Peptidoglycan lytic transglycosylase RlpA, contains C-terminal SPOR domain	M	Cell wall/membrane/envelope biogenesis
NP_415167.1	COG0772	223843	2.17e-111	44.415	FtsW	Peptodoglycan polymerase FtsW/RodA/SpoVE	D	Cell cycle control, cell division, chromosome partitioning
NP_415168.1	COG0768	223839	0.0	38.376	FtsI	Cell division protein FtsI, peptidoglycan transpeptidase (Penicillin-binding protein 2)	D	Cell cycle control, cell division, chromosome partitioning
NP_415169.1	COG1576	224492	5.36e-90	54.839	RlmH	23S rRNA pseudoU1915 N3-methylase RlmH	J	Translation, ribosomal structure and biogenesis
NP_415170.4	COG0799	223870	2.55e-54	48.571	RsfS	Ribosomal silencing factor RsfS, regulates association of 30S and 50S subunits	J	Translation, ribosomal structure and biogenesis
NP_415171.1	COG0406	223483	4.75e-61	33.99	PhoE	Broad specificity phosphatase PhoE	G	Carbohydrate transport and metabolism
NP_415172.1	COG1057	223985	5.39e-85	42.523	NadD	Nicotinate-nucleotide adenylyltransferase NadD	H	Coenzyme transport and metabolism
NP_415173.1	COG1466	224383	2.46e-97	39.104	HolA	DNA polymerase III, delta subunit	L	Replication, recombination and repair
NP_415174.1	COG2980	225527	2.98e-83	59.195	LptE	Outer membrane lipoprotein LptE/RlpB (LPS assembly)	M	Cell wall/membrane/envelope biogenesis
NP_415175.1	COG0495	223569	0.0	54.734	LeuS	Leucyl-tRNA synthetase	J	Translation, ribosomal structure and biogenesis
NP_415177.4	COG0790	223861	5.07e-58	30.142	TPR	TPR repeat	R	General function prediction only
NP_415179.1	COG5407	227694	0.005	36.364	SEC63	Preprotein translocase subunit Sec63	U	Intracellular trafficking, secretion, and vesicular transport
NP_415180.1	COG0790	223861	1.99e-29	34.104	TPR	TPR repeat	R	General function prediction only
NP_415183.1	COG0443	223520	4.46e-168	36.878	DnaK	Molecular chaperone DnaK (HSP70)	O	Posttranslational modification, protein turnover, chaperones
NP_415184.1	COG1957	224868	2.49e-157	54.808	URH1	Inosine-uridine nucleoside N-ribohydrolase	F	Nucleotide transport and metabolism
NP_415185.1	COG1126	224051	5.24e-155	67.5	GlnQ	ABC-type polar amino acid transport system, ATPase component	E	Amino acid transport and metabolism
NP_415186.1	COG0765	223836	4.16e-69	40.708	HisM	ABC-type amino acid transport system, permease component	E	Amino acid transport and metabolism
NP_415187.1	COG0765	223836	3.33e-68	31.33	HisM	ABC-type amino acid transport system, permease component	E	Amino acid transport and metabolism
NP_415188.1	COG0834	223904	1.63e-52	30.469	HisJ	ABC-type amino acid transport/signal transduction system, periplasmic component/domain	E	Amino acid transport and metabolism
NP_415189.1	COG3039	225581	2.8e-59	34.601	IS5	Transposase and inactivated derivatives, IS5 family	X	Mobilome: prophages, transposons
NP_415190.1	COG0815	223885	0.0	42.337	Lnt	Apolipoprotein N-acyltransferase	M	Cell wall/membrane/envelope biogenesis
NP_415191.1	COG4535	226910	0.0	85.616	CorC	Mg2+ and Co2+ transporter CorC, contains CBS pair and CorC-HlyC domains	P	Inorganic ion transport and metabolism
NP_415192.1	COG0319	223396	2.64e-59	50.98	YbeY	ssRNA-specific RNase YbeY, 16S rRNA maturation enzyme	J	Translation, ribosomal structure and biogenesis
NP_415193.2	COG1702	411689	1e-157	66.284	PhoH	Phosphate starvation-inducible protein PhoH, predicted ATPase	T	Signal transduction mechanisms
NP_415194.1	COG0621	223694	0.0	53.394	MiaB	tRNA A37 methylthiotransferase MiaB	J	Translation, ribosomal structure and biogenesis
NP_415195.1	COG0654	223727	6.52e-120	35.969	UbiH	2-polyprenyl-6-methoxyphenol hydroxylase and related FAD-dependent oxidoreductases	H	Coenzyme transport and metabolism
NP_415200.1	COG0367	223444	0.0	37.213	AsnB	Asparagine synthetase B (glutamine-hydrolyzing)	E	Amino acid transport and metabolism
NP_415201.1	COG0647	223720	4.71e-100	41.634	NagD	Ribonucleotide monophosphatase NagD, HAD superfamily	F	Nucleotide transport and metabolism
NP_415202.1	COG1940	224851	2.79e-75	32.198	NagC	Sugar kinase of the NBD/HSP70 family, may contain an N-terminal HTH domain	G	Carbohydrate transport and metabolism
NP_415203.1	COG1820	224733	0.0	52.083	NagA	N-acetylglucosamine-6-phosphate deacetylase	G	Carbohydrate transport and metabolism
NP_415204.1	COG0363	223440	6.02e-98	43.426	NagB	6-phosphogluconolactonase/Glucosamine-6-phosphate isomerase/deaminase	G	Carbohydrate transport and metabolism
NP_415205.1	COG1263	224183	2.62e-94	41.133	PtsG1	Phosphotransferase system IIC components, glucose/maltose/N-acetylglucosamine-specific	G	Carbohydrate transport and metabolism
NP_415206.1	COG0008	223087	2.88e-176	38.359	GlnS	Glutamyl- or glutaminyl-tRNA synthetase	J	Translation, ribosomal structure and biogenesis
NP_415209.1	COG0735	223806	1.63e-58	52.817	Fur	Fe2+ or Zn2+ uptake regulation protein Fur/Zur	P	Inorganic ion transport and metabolism
NP_415210.1	COG0716	223788	5.78e-53	46.471	FldA	Flavodoxin	C	Energy production and conversion
NP_415212.1	COG0596	223669	2.75e-27	26.538	MenH	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase MenH and related esterases, alpha/beta hydrolase fold	H	Coenzyme transport and metabolism
NP_415213.1	COG3057	225599	3.78e-126	95.028	SeqA	Negative regulator of replication initiation SeqA	L	Replication, recombination and repair
NP_415214.1	COG0033	223111	0.0	71.511	Pgm	Phosphoglucomutase/phosphomannomutase	G	Carbohydrate transport and metabolism
NP_415219.1	COG0531	223605	7.57e-54	28.667	PotE	Serine transporter YbeC, amino acid:H+ symporter family	E	Amino acid transport and metabolism
NP_415220.1	COG1982	224893	0.0	46.055	LdcC	Arginine/lysine/ornithine decarboxylase	E	Amino acid transport and metabolism
NP_415222.1	COG0745	223816	1.2e-82	42.035	OmpR	DNA-binding response regulator, OmpR family, contains REC and winged-helix (wHTH) domain	T	Signal transduction mechanisms
NP_415223.1	COG2205	225115	0.0	61.402	KdpD	K+-sensing histidine kinase KdpD	T	Signal transduction mechanisms
NP_415224.1	COG2156	225067	6.3e-98	65.079	KdpC	K+-transporting ATPase, KdpC subunit	P	Inorganic ion transport and metabolism
NP_415225.1	COG2216	225126	0.0	76.496	KdpB	K+ transport ATPase, ATPase subunit KdpB	P	Inorganic ion transport and metabolism
NP_415226.1	COG2060	224971	0.0	67.679	KdpA	K+-transporting ATPase, KdpA subunit	P	Inorganic ion transport and metabolism
NP_415229.1	COG3209	225750	3.34e-173	36.039	RhsA	Uncharacterized conserved protein RhaS, contains 28 RHS repeats	R	General function prediction only
NP_415232.1	COG0365	223442	0.006	28.947	Acs	Acyl-coenzyme A synthetase/AMP-(fatty) acid ligase	I	Lipid transport and metabolism
NP_415234.1	COG5433	227720	5.55e-41	28.099	YhhI	Predicted transposase YbfD/YdcC associated with H repeats	X	Mobilome: prophages, transposons
NP_415235.1	COG3272	225811	1.58e-81	67.683	YbgA	Uncharacterized conserved protein YbgA, DUF1722 family	S	Function unknown
NP_415236.1	COG0415	223492	0.0	54.873	PhrB	Deoxyribodipyrimidine photolyase	L	Replication, recombination and repair
NP_415237.1	COG3104	225646	0.0	42.084	PTR2	Dipeptide/tripeptide permease	E	Amino acid transport and metabolism
NP_415238.1	COG0327	223404	1.55e-108	49.2	NIF3	Putative GTP cyclohydrolase 1 type 2, NIF3 family	H	Coenzyme transport and metabolism
NP_415239.1	COG2049	224960	3.98e-107	58.796	PxpB	5-oxoprolinase subunit B/Allophanate hydrolase subunit 1	E	Amino acid transport and metabolism
NP_415240.1	COG1984	224895	7.25e-178	57.006	PxpC	5-oxoprolinase subunit C/Allophanate hydrolase subunit 2	E	Amino acid transport and metabolism
NP_415241.1	COG1540	224457	8.25e-143	65.06	PxpA	5-oxoprolinase subunit A	E	Amino acid transport and metabolism
NP_415242.1	COG0266	223344	7.26e-100	35.018	Nei	Formamidopyrimidine-DNA glycosylase	L	Replication, recombination and repair
NP_415243.4	COG3180	225721	1.88e-104	57.061	AbrB	Uncharacterized membrane protein AbrB, regulator of aidB expression	R	General function prediction only
NP_415245.1	COG3121	225663	1.81e-77	39.056	FimC	P pilus assembly protein, chaperone PapD	W	Extracellular structures
NP_415246.2	COG3188	225729	0.0	35.0	FimD	Outer membrane usher protein FimD/PapC	N	Cell motility
NP_415247.1	COG3539	226069	2.01e-41	31.937	FimA	Pilin (type 1 fimbrial protein)	N	Cell motility
NP_415248.1	COG0372	223449	0.0	55.112	GltA	Citrate synthase	C	Energy production and conversion
NP_415249.1	COG2009	224920	2.32e-28	46.457	SdhC	Succinate dehydrogenase/fumarate reductase, cytochrome b subunit	C	Energy production and conversion
NP_415250.1	COG2142	225053	9.59e-29	46.087	SdhD	Succinate dehydrogenase, hydrophobic anchor subunit	C	Energy production and conversion
NP_415251.1	COG1053	223981	0.0	54.467	SdhA	Succinate dehydrogenase/fumarate reductase, flavoprotein subunit	C	Energy production and conversion
NP_415252.1	COG0479	223555	5.21e-122	56.303	SdhB/FrdB	Succinate dehydrogenase/fumarate reductase, Fe-S protein subunit	C	Energy production and conversion
NP_415254.1	COG0567	223641	0.0	67.638	SucA	2-oxoglutarate dehydrogenase complex, dehydrogenase (E1) component, and related enzymes	C	Energy production and conversion
NP_415255.1	COG0508	223582	2.21e-172	50.611	AceF	Pyruvate/2-oxoglutarate dehydrogenase complex, dihydrolipoamide acyltransferase (E2) component	C	Energy production and conversion
NP_415256.1	COG0045	223123	0.0	65.897	SucC	Succinyl-CoA synthetase, beta subunit	C	Energy production and conversion
NP_415257.1	COG0074	223152	1.06e-180	73.793	SucD	Succinyl-CoA synthetase, alpha subunit	C	Energy production and conversion
NP_415258.1	COG2188	225099	2.24e-88	40.598	MngR	DNA-binding transcriptional regulator, GntR family	K	Transcription
NP_415259.1	COG1299	224218	1.92e-117	43.353	FrwC	Phosphotransferase system, fructose-specific IIC component	G	Carbohydrate transport and metabolism
NP_415260.1	COG0383	223460	0.0	28.733	MngB	Alpha-mannosidase	G	Carbohydrate transport and metabolism
NP_415261.2	COG1271	224190	0.0	49.423	AppC	Cytochrome bd-type quinol oxidase, subunit 1	C	Energy production and conversion
NP_415262.1	COG1294	224213	7.1e-142	49.471	AppB	Cytochrome bd-type quinol oxidase, subunit 2	C	Energy production and conversion
YP_588444.1	COG4890	227227	3.29e-13	63.889		Predicted outer membrane lipoprotein	S	Function unknown
NP_415263.1	COG3790	226313	5.17e-46	80.412	YbgE	Predicted membrane protein, encoded in cydAB operon	S	Function unknown
NP_415264.1	COG0824	223894	8.87e-51	41.045	FadM	Acyl-CoA thioesterase FadM	I	Lipid transport and metabolism
NP_415265.1	COG0811	223881	2.11e-76	44.907	TolQ	Biopolymer transport protein ExbB/TolQ	U	Intracellular trafficking, secretion, and vesicular transport
NP_415266.1	COG0848	223917	3.59e-28	40.152	ExbD	Biopolymer transport protein ExbD	U	Intracellular trafficking, secretion, and vesicular transport
NP_415267.1	COG3064	225606	6.3e-76	59.716	TolA	Membrane protein TolA involved in colicin uptake	M	Cell wall/membrane/envelope biogenesis
NP_415268.1	COG0823	223893	6.51e-168	51.288	TolB	Periplasmic component TolB of the Tol biopolymer transport system	U	Intracellular trafficking, secretion, and vesicular transport
NP_415269.1	COG2885	225439	1.98e-54	34.054	OmpA	Outer membrane protein OmpA and related peptidoglycan-associated (lipo)proteins	M	Cell wall/membrane/envelope biogenesis
NP_415270.1	COG1729	224643	3.17e-91	54.34	CpoB	Cell division protein CpoB, coordinates peptidoglycan biosynthesis and outer membrane constriction	D	Cell cycle control, cell division, chromosome partitioning
NP_415271.1	COG0379	223456	5.67e-176	51.754	NadA	Quinolinate synthase	H	Coenzyme transport and metabolism
NP_415272.1	COG3201	225742	5.19e-69	48.963	PnuC	Nicotinamide riboside transporter PnuC	H	Coenzyme transport and metabolism
NP_415273.1	COG1230	224151	4.36e-103	53.191	CzcD	Co/Zn/Cd efflux system component	P	Inorganic ion transport and metabolism
NP_415275.1	COG0722	223794	0.0	73.143	AroG1	3-deoxy-D-arabino-heptulosonate 7-phosphate (DAHP) synthase	E	Amino acid transport and metabolism
NP_415276.1	COG0588	223661	3.39e-149	68.696	GpmA	Phosphoglycerate mutase (BPG-dependent)	G	Carbohydrate transport and metabolism
NP_415277.1	COG2017	224928	3.86e-99	42.773	GalM	Galactose mutarotase or related enzyme	G	Carbohydrate transport and metabolism
NP_415278.1	COG0153	223231	0.0	59.278	GalK	Galactokinase	G	Carbohydrate transport and metabolism
NP_415279.1	COG1085	224010	0.0	60.526	GalT	Galactose-1-phosphate uridylyltransferase	G	Carbohydrate transport and metabolism
NP_415280.3	COG1087	224012	0.0	48.817	GalE	UDP-glucose 4-epimerase	M	Cell wall/membrane/envelope biogenesis
NP_415281.1	COG1119	224044	3.71e-133	56.589	ModF	ABC-type molybdenum transport system, ATPase component ModF/photorepair protein PhrA	P	Inorganic ion transport and metabolism
NP_415282.1	COG2005	224916	1.09e-45	58.015	ModE	DNA-binding transcriptional regulator ModE (molybdenum-dependent)	K	Transcription
NP_415284.1	COG0725	223797	1e-93	48.638	ModA	ABC-type molybdate transport system, periplasmic Mo-binding protein ModA	P	Inorganic ion transport and metabolism
NP_415285.1	COG4149	226629	1.71e-92	59.292	ModB	ABC-type molybdate transport system, permease component ModB	P	Inorganic ion transport and metabolism
NP_415286.1	COG4148	226628	0.0	77.273	ModC	ABC-type molybdate transport system, ATPase component ModC	P	Inorganic ion transport and metabolism
NP_415287.1	COG0561	223635	9.26e-74	32.967	Cof	Hydroxymethylpyrimidine pyrophosphatase and other HAD family phosphatases	H	Coenzyme transport and metabolism
NP_415288.1	COG2706	225333	5.17e-168	50.43	Pgl	6-phosphogluconolactonase, cycloisomerase 2 family	G	Carbohydrate transport and metabolism
NP_415289.4	COG0583	223656	2e-59	33.677	LysR	DNA-binding transcriptional regulator, LysR family	K	Transcription
NP_415290.1	COG2828	225384	0.0	54.032	PrpF	2-Methylaconitate cis-trans-isomerase PrpF (2-methyl citrate pathway)	C	Energy production and conversion
NP_415291.1	COG0471	223547	2.37e-81	35.654	CitT	Di- and tricarboxylate antiporter	G	Carbohydrate transport and metabolism
NP_415292.2	COG1048	223977	0.0	24.442	AcnA	Aconitase A	C	Energy production and conversion
NP_415293.1	COG4677	227022	0.0	75.118	PemB	Pectin methylesterase and related acyl-CoA thioesterases	G	Carbohydrate transport and metabolism
NP_415294.1	COG1881	224793	4.14e-68	48.734	PEBP	Uncharacterized conserved protein, phosphatidylethanolamine-binding protein (PEBP) family	R	General function prediction only
NP_415295.1	COG0161	223239	0.0	48.552	BioA	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase	H	Coenzyme transport and metabolism
NP_415296.1	COG0502	223576	4.98e-177	62.975	BioB	Biotin synthase or related enzyme	H	Coenzyme transport and metabolism
NP_415297.1	COG0156	223234	5.31e-157	44.703	BioF	7-keto-8-aminopelargonate synthetase or related enzyme	H	Coenzyme transport and metabolism
NP_415298.1	COG2226	225136	6.57e-22	29.508	UbiE	Ubiquinone/menaquinone biosynthesis C-methylase UbiE/MenG	H	Coenzyme transport and metabolism
NP_415299.1	COG0132	223210	2.26e-113	56.444	BioD	Dethiobiotin synthetase	H	Coenzyme transport and metabolism
NP_415300.1	COG0556	223630	0.0	72.363	UvrB	Excinuclease UvrABC helicase subunit UvrB	L	Replication, recombination and repair
NP_415301.1	COG0391	223468	2.37e-111	44.337	CofD	Archaeal 2-phospho-L-lactate transferase/Bacterial gluconeogenesis factor, CofD/UPF0052 family	G	Carbohydrate transport and metabolism
NP_415302.1	COG2896	225449	3.29e-163	48.624	MoaA	GTP 3',8-cyclase (molybdenum cofactor biosynthesis protein MoaA)	H	Coenzyme transport and metabolism
NP_415303.1	COG0521	223595	6.32e-79	51.786	MoaB	Molybdopterin biosynthesis enzyme MoaB/MogA	H	Coenzyme transport and metabolism
