QUERY_ID	COG_ID	CDD_ID	EVALUE	IDENTITY	GENE_NAME	COG_NAME	COG_LETTER	COG_DESCRIPTION
WP_010874978.1	COG0595	440360	1.78e-122	24.605	RnjA	mRNA degradation ribonuclease J1/J2	J	Translation, ribosomal structure and biogenesis
WP_010874979.1	COG0184	439954	5.53e-30	50.602	RpsO	Ribosomal protein S15P/S13E	J	Translation, ribosomal structure and biogenesis
WP_010874981.1	COG0227	439997	2.74e-18	40.625	RpmB	Ribosomal protein L28	J	Translation, ribosomal structure and biogenesis
WP_010874982.1	COG1765	441371	1.12e-11	22.472	YhfA	Uncharacterized OsmC-related protein/domain	R	General function prediction only
WP_010874986.1	COG0149	439919	8.63e-101	43.443	TpiA	Triosephosphate isomerase	G	Carbohydrate transport and metabolism
WP_010874988.1	COG0264	440034	2.04e-116	40.94	Tsf	Translation elongation factor EF-Ts	J	Translation, ribosomal structure and biogenesis
WP_010874999.1	COG4105	443281	0.000552	32.653	BamD	Outer membrane protein assembly factor BamD, BamD/ComL family	M	Cell wall/membrane/envelope biogenesis
WP_010875010.1	COG4668	443705	9.91e-35	28.472	MtlA2	Mannitol/fructose-specific phosphotransferase system, IIA domain	G	Carbohydrate transport and metabolism
WP_010875013.1	COG1161	440775	6.38e-73	33.808	RbgA	Ribosome biogenesis GTPase RbgA	J	Translation, ribosomal structure and biogenesis
WP_010875015.1	COG0335	440104	1.67e-49	51.327	RplS	Ribosomal protein L19	J	Translation, ribosomal structure and biogenesis
WP_010875019.1	COG0229	439999	1.65e-78	53.731	MsrB	Peptide methionine sulfoxide reductase MsrB	O	Posttranslational modification, protein turnover, chaperones
WP_010875022.1	COG0050	439820	0.0	73.99	TufA	Translation elongation factor EF-Tu, a GTPase	J	Translation, ribosomal structure and biogenesis
WP_010875025.1	COG1764	441370	9.94e-26	30.303	OsmC	Organic hydroperoxide reductase OsmC/OhrA	V	Defense mechanisms
WP_010875027.1	COG1900	441504	0.000665	36.842	HcyBio	Sulfur incorporation enzyme MA1821 (anaerobic homocysteine biosynthesis), HcyBio/DUF39 family	E	Amino acid transport and metabolism
WP_010875028.1	COG0465	440233	0.0	54.733	HflB	ATP-dependent Zn proteases	O	Posttranslational modification, protein turnover, chaperones
WP_010875031.1	COG0039	439809	8.34e-134	47.039	Mdh	Malate/lactate dehydrogenase	C	Energy production and conversion
WP_010875036.1	COG0030	439801	7.72e-80	34.586	RsmA	rRNA adenine N6-methylase, includes 16S rRNA A1518 and A1519 N6-dimethyltransferase  RsmA/KsgA/DIM  and 23S rRNA A2058 N6-methylase ErmO/TlrD (may also have DNA glycosylase/AP lyase activity)	J	Translation, ribosomal structure and biogenesis
WP_010875037.1	COG0706	440470	2.12e-31	22.311	YidC	Membrane protein insertase Oxa1/YidC/SpoIIIJ	M	Cell wall/membrane/envelope biogenesis
WP_010875038.1	COG0594	440359	7.67e-18	32.0	RnpA	RNase P protein component	A	RNA processing and modification
WP_010875039.1	COG0230	440000	8e-14	72.727	RpmH	Ribosomal protein L34	J	Translation, ribosomal structure and biogenesis
WP_010875042.1	COG1136	440751	3.14e-82	36.986	LolD	ABC-type lipoprotein targeting system ATPase component LolD	M	Cell wall/membrane/envelope biogenesis
WP_010875045.1	COG1192	440805	5.47e-54	29.63	ParA	ParA-like ATPase involved in chromosome/plasmid partitioning or cellulose biosynthesis protein BcsQ	D	Cell cycle control, cell division, chromosome partitioning
WP_014325278.1	COG0592	440357	2.12e-63	23.56	DnaN	DNA polymerase III sliding clamp (beta) subunit, PCNA homolog	L	Replication, recombination and repair
WP_014325281.1	COG0486	440253	4.19e-150	35.033	MnmE	tRNA U34 5-carboxymethylaminomethyl modifying GTPase MnmE/TrmE	J	Translation, ribosomal structure and biogenesis
WP_014325282.1	COG0084	439854	1.39e-93	40.385	TatD	3'->5' ssDNA/RNA exonuclease TatD	N	Cell motility
WP_014325284.1	COG0189	439959	1.95e-30	18.367	LysX	Glutathione synthase, LysX or RimK-type ligase, ATP-grasp superfamily	E	Amino acid transport and metabolism
WP_014325285.1	COG0190	439960	1.85e-62	29.276	FolD	5,10-methylene-tetrahydrofolate dehydrogenase/Methenyl tetrahydrofolate cyclohydrolase	H	Coenzyme transport and metabolism
WP_014325286.1	COG1132	440747	4.44e-116	25.92	MdlB	ABC-type multidrug and LPS transport system, ATPase and permease component MsbA	M	Cell wall/membrane/envelope biogenesis
WP_014325288.1	COG0553	440319	4.04e-174	40.991	HepA	Superfamily II DNA or RNA helicase, SNF2 family	K	Transcription
WP_014325290.1	COG0143	439913	0.0	35.753	MetG	Methionyl-tRNA synthetase	J	Translation, ribosomal structure and biogenesis
WP_014325292.1	COG0191	439961	5.76e-132	44.027	Fba	Fructose/tagatose bisphosphate aldolase	G	Carbohydrate transport and metabolism
WP_014325293.1	COG0012	439783	0.0	55.464	GTP1	Ribosome-binding ATPase YchF, GTP1/OBG family	J	Translation, ribosomal structure and biogenesis
WP_014325294.1	COG1670	441276	1.6e-08	20.0	RimL	Protein N-acetyltransferase, RimJ/RimL family	J	Translation, ribosomal structure and biogenesis
WP_014325295.1	COG0463	440231	5.12e-30	25.882	WcaA	Glycosyltransferase involved in cell wall bisynthesis	M	Cell wall/membrane/envelope biogenesis
WP_014325298.1	COG4942	443969	5.78e-05	22.68	EnvC	Septal ring factor EnvC, activator of murein hydrolases AmiA and AmiB	D	Cell cycle control, cell division, chromosome partitioning
WP_014325306.1	COG1435	441044	1.71e-87	46.032	Tdk	Thymidine kinase	F	Nucleotide transport and metabolism
WP_014325308.1	COG3883	443091	2.2e-05	24.444	CwlO1	Uncharacterized N-terminal coiled-coil domain of peptidoglycan hydrolase CwlO	S	Function unknown
WP_014325310.1	COG0579	440344	9.82e-113	35.697	LhgO	L-2-hydroxyglutarate oxidase LhgO	G	Carbohydrate transport and metabolism
WP_014325311.1	COG1744	441350	1.09e-19	22.572	Med	Lipoprotein Med, regulator of KinD/Spo0A, PBP1-ABC superfamily, includes NupN	T	Signal transduction mechanisms
WP_014325313.1	COG1177	440790	2e-52	30.303	PotC	ABC-type spermidine/putrescine transport system, permease component II	E	Amino acid transport and metabolism
WP_014325315.1	COG0541	440307	0.0	44.393	Srp	Signal recognition particle GTPase Srp/Ffh	U	Intracellular trafficking, secretion, and vesicular transport
WP_014325316.1	COG0813	440575	5.31e-127	49.789	DeoD	Purine-nucleoside phosphorylase	F	Nucleotide transport and metabolism
WP_014325318.1	COG0213	439983	1.56e-160	40.58	DeoA	Thymidine phosphorylase	F	Nucleotide transport and metabolism
WP_014325319.1	COG1109	440726	7.35e-91	26.392	ManB	Phosphomannomutase	G	Carbohydrate transport and metabolism
WP_014325320.1	COG0250	440020	1.76e-11	32.258	NusG	Transcription termination/antitermination protein NusG	K	Transcription
WP_014325321.1	COG0313	440082	2.95e-73	36.486	RsmI	16S rRNA C1402 (ribose-2'-O) methylase RsmI	J	Translation, ribosomal structure and biogenesis
WP_014325323.1	COG0738	440501	0.000157	19.167	FucP	Fucose permease	G	Carbohydrate transport and metabolism
WP_014325324.1	COG1299	440910	3.43e-140	35.614	FrwC	Phosphotransferase system, fructose-specific IIC component	G	Carbohydrate transport and metabolism
WP_014325325.1	COG1105	440722	1.56e-48	27.083	FruK	1-phosphofructokinase or 6-phosphofructokinase II	G	Carbohydrate transport and metabolism
WP_014325326.1	COG4591	443648	9.78e-12	27.891	LolC	ABC-type lipoprotein targeting system transmembrane component LolC/LolE	M	Cell wall/membrane/envelope biogenesis
WP_014325327.1	COG0021	439792	0.0	38.321	TktA	Transketolase	G	Carbohydrate transport and metabolism
WP_014325337.1	COG4942	443969	0.005	27.451	EnvC	Septal ring factor EnvC, activator of murein hydrolases AmiA and AmiB	D	Cell cycle control, cell division, chromosome partitioning
WP_014325339.1	COG1653	441259	5.12e-08	22.086	UgpB	ABC-type glycerol-3-phosphate transport system, periplasmic component	G	Carbohydrate transport and metabolism
WP_014325341.1	COG1196	440809	3.95e-05	14.286	Smc	Chromosome segregation ATPase Smc	D	Cell cycle control, cell division, chromosome partitioning
WP_014325346.1	COG0072	439842	5.05e-121	26.726	PheT	Phenylalanyl-tRNA synthetase beta subunit	J	Translation, ribosomal structure and biogenesis
WP_014325355.1	COG0484	440252	2.22e-32	66.176	DnaJ	DnaJ molecular chaperone, contains DnaJ and DnaJ_C  domains	O	Posttranslational modification, protein turnover, chaperones
WP_014325356.1	COG0576	440341	2.06e-31	39.167	GrpE	Molecular chaperone GrpE (heat shock protein HSP-70)	O	Posttranslational modification, protein turnover, chaperones
WP_014325358.1	COG0188	439958	0.0	35.125	GyrA	DNA gyrase/topoisomerase IV, subunit A	L	Replication, recombination and repair
WP_014325359.1	COG0322	440091	1.76e-179	32.19	UvrC	Excinuclease UvrABC, nuclease subunit	L	Replication, recombination and repair
WP_014325360.1	COG3883	443091	4.61e-09	17.391	CwlO1	Uncharacterized N-terminal coiled-coil domain of peptidoglycan hydrolase CwlO	S	Function unknown
WP_014325365.1	COG3839	443050	3.78e-131	27.051	MalK	ABC-type sugar transport system, ATPase component MalK	G	Carbohydrate transport and metabolism
WP_014325366.1	COG4913	443941	1.65e-05	21.97		Uncharacterized conserved protein, contains a C-terminal ATPase domain	S	Function unknown
WP_014325374.1	COG3883	443091	0.006	15.663	CwlO1	Uncharacterized N-terminal coiled-coil domain of peptidoglycan hydrolase CwlO	S	Function unknown
WP_014325380.1	COG1653	441259	4.29e-08	21.019	UgpB	ABC-type glycerol-3-phosphate transport system, periplasmic component	G	Carbohydrate transport and metabolism
WP_014325382.1	COG0532	440298	0.0	53.106	InfB	Translation initiation factor IF-2, a GTPase	J	Translation, ribosomal structure and biogenesis
WP_014325384.1	COG4487	443580	1.95e-12	24.925		Uncharacterized conserved protein, contains DUF2130 domain	S	Function unknown
WP_014325387.1	COG0088	439858	2.11e-75	40.284	RplD	Ribosomal protein L4	J	Translation, ribosomal structure and biogenesis
WP_014325390.1	COG0200	439970	4.26e-55	45.752	RplO	Ribosomal protein L15	J	Translation, ribosomal structure and biogenesis
WP_014325391.1	COG0201	439971	3.63e-121	38.235	SecY	Preprotein translocase subunit SecY	U	Intracellular trafficking, secretion, and vesicular transport
WP_014325393.1	COG0202	439972	2.72e-118	39.091	RpoA	DNA-directed RNA polymerase, alpha subunit/40 kD subunit	K	Transcription
WP_014325394.1	COG1164	440778	1.79e-142	29.285	PepF	Oligoendopeptidase F	E	Amino acid transport and metabolism
WP_014325396.1	COG1653	441259	2.01e-06	23.077	UgpB	ABC-type glycerol-3-phosphate transport system, periplasmic component	G	Carbohydrate transport and metabolism
WP_014325400.1	COG4942	443969	1.5e-05	22.078	EnvC	Septal ring factor EnvC, activator of murein hydrolases AmiA and AmiB	D	Cell cycle control, cell division, chromosome partitioning
WP_014325402.1	COG1263	440875	1.43e-47	21.191	PtsG1	Phosphotransferase system IIC components, glucose/maltose/N-acetylglucosamine-specific	G	Carbohydrate transport and metabolism
WP_014325403.1	COG0052	439822	4.8e-103	43.697	RpsB	Ribosomal protein S2	J	Translation, ribosomal structure and biogenesis
WP_014325404.1	COG0474	440242	0.0	36.504	MgtA	Magnesium-transporting ATPase (P-type)	P	Inorganic ion transport and metabolism
WP_014325405.1	COG0653	440418	0.0	41.558	SecA	Preprotein translocase subunit SecA	U	Intracellular trafficking, secretion, and vesicular transport
WP_014325407.1	COG0444	440213	1.67e-146	39.385	DppD	ABC-type dipeptide/oligopeptide/nickel transport system, ATPase component	E	Amino acid transport and metabolism
WP_014325408.1	COG4608	443658	4.48e-75	60.465	AppF	ABC-type oligopeptide transport system, ATPase component	E	Amino acid transport and metabolism
WP_014325410.1	COG0048	439818	7.36e-75	72.263	RpsL	Ribosomal protein S12	J	Translation, ribosomal structure and biogenesis
WP_014325411.1	COG0049	439819	2.49e-100	62.987	RpsG	Ribosomal protein S7	J	Translation, ribosomal structure and biogenesis
WP_014325412.1	COG0305	440074	1.34e-96	36.464	DnaB	Replicative DNA helicase	L	Replication, recombination and repair
WP_014325415.1	COG0492	440258	7.39e-105	39.643	TrxB	Thioredoxin reductase	O	Posttranslational modification, protein turnover, chaperones
WP_014325416.1	COG0557	440323	0.0	31.077	VacB	Exoribonuclease R	K	Transcription
WP_014325417.1	COG0515	440281	6.6e-64	28.616	SPS1	Serine/threonine protein kinase, uncludes type III secretion system effector YopO	T	Signal transduction mechanisms
WP_014325418.1	COG0166	439936	5.2e-120	31.017	Pgi	Glucose-6-phosphate isomerase	G	Carbohydrate transport and metabolism
WP_014325419.1	COG0017	439788	0.0	45.657	AsnS	Aspartyl/asparaginyl-tRNA synthetase	J	Translation, ribosomal structure and biogenesis
WP_014325420.1	COG0558	440324	1.16e-30	27.228	PgsA	Phosphatidylglycerophosphate synthase	I	Lipid transport and metabolism
WP_014325427.1	COG0561	440327	3.44e-30	20.8	Cof	Hydroxymethylpyrimidine pyrophosphatase and other HAD family phosphatases	H	Coenzyme transport and metabolism
WP_014325428.1	COG0180	439950	2.41e-130	40.922	TrpS	Tryptophanyl-tRNA synthetase	J	Translation, ribosomal structure and biogenesis
WP_014325433.1	COG0537	440303	9.09e-47	44.144	HinT	Purine nucleoside phosphoramidase/Ap4A hydrolase, histidine triade (HIT) family	F	Nucleotide transport and metabolism
WP_014325435.1	COG0562	440328	1.54e-158	37.984	Glf	UDP-galactopyranose mutase	M	Cell wall/membrane/envelope biogenesis
WP_014325436.1	COG0481	440249	0.0	57.215	LepA	Translation elongation factor EF-4, membrane-bound GTPase	J	Translation, ribosomal structure and biogenesis
WP_014325440.1	COG1653	441259	2.36e-06	22.699	UgpB	ABC-type glycerol-3-phosphate transport system, periplasmic component	G	Carbohydrate transport and metabolism
WP_014325445.1	COG1214	440827	4.89e-17	19.82	TsaB	tRNA A37 threonylcarbamoyladenosine modification protein TsaB	J	Translation, ribosomal structure and biogenesis
WP_014325446.1	COG0564	440330	1.74e-77	39.726	RluA	Pseudouridine synthase RluA, 23S rRNA- or tRNA-specific	J	Translation, ribosomal structure and biogenesis
WP_014325451.1	COG0531	440297	1.12e-15	17.871	PotE	Serine and glutamate transporter AimA/YbeC, amino acid:H+ symporter family	E	Amino acid transport and metabolism
WP_014325453.1	COG1196	440809	1.2e-15	18.318	Smc	Chromosome segregation ATPase Smc	D	Cell cycle control, cell division, chromosome partitioning
WP_014325456.1	COG0275	440044	6.03e-134	44.409	RmsH	16S rRNA C1402 N4-methylase RsmH	J	Translation, ribosomal structure and biogenesis
WP_014325459.1	COG0531	440297	7.15e-21	17.672	PotE	Serine and glutamate transporter AimA/YbeC, amino acid:H+ symporter family	E	Amino acid transport and metabolism
WP_014325461.1	COG1780	441386	4.29e-71	51.88	NrdI	Flavodoxin NrdI, NrdF-interacting activator of class Ib ribonucleotide reductase	F	Nucleotide transport and metabolism
WP_014325463.1	COG0544	440310	1.11e-73	27.123	Tig	Trigger factor Tig, ribosome-bound chaperone (peptidyl-prolyl cis-trans isomerase)	O	Posttranslational modification, protein turnover, chaperones
WP_014325464.1	COG0466	440234	0.0	43.108	Lon	ATP-dependent Lon protease, bacterial type	O	Posttranslational modification, protein turnover, chaperones
WP_014325466.1	COG1131	440746	5.49e-71	31.982	RbbA	Ribosome-associated ATPase or ATPase component of an ABC-type multidrug transport system	J	Translation, ribosomal structure and biogenesis
WP_014325467.1	COG1277	440888	3.55e-07	18.519	NosY	ABC-type transport system involved in multi-copper enzyme maturation, permease component	O	Posttranslational modification, protein turnover, chaperones
WP_014325471.1	COG1714	441320	7.34e-07	22.642	YckC	Uncharacterized membrane protein YckC, RDD family	S	Function unknown
WP_014325473.1	COG0286	440055	5.45e-92	39.382	HsdM	Type I restriction-modification system, DNA methylase subunit	V	Defense mechanisms
WP_014325477.1	COG0610	440375	5.68e-32	25.912		Type I site-specific restriction-modification system, R (restriction) subunit and related helicases ...	V	Defense mechanisms
WP_014325479.1	COG0358	440127	2.39e-93	29.356	DnaG	DNA primase (bacterial type)	L	Replication, recombination and repair
WP_014325480.1	COG0566	440332	1.02e-77	35.124	SpoU	tRNA G18 (ribose-2'-O)-methylase SpoU	J	Translation, ribosomal structure and biogenesis
WP_014325481.1	COG0215	439985	6.2e-135	34.615	CysS	Cysteinyl-tRNA synthetase	J	Translation, ribosomal structure and biogenesis
WP_014325485.1	COG0216	439986	0.0	50.992	PrfA	Protein chain release factor RF1	J	Translation, ribosomal structure and biogenesis
WP_014325486.1	COG1653	441259	1e-07	22.353	UgpB	ABC-type glycerol-3-phosphate transport system, periplasmic component	G	Carbohydrate transport and metabolism
WP_014325502.1	COG0495	440261	0.0	41.627	LeuS	Leucyl-tRNA synthetase	J	Translation, ribosomal structure and biogenesis
WP_014325508.1	COG0317	440086	1.08e-129	27.47	SpoT	(p)ppGpp synthase/hydrolase, HD superfamily	T	Signal transduction mechanisms
WP_014325510.1	COG3206	442439	0.000546	17.949	GumC	Tyrosine-protein kinase Wzc involved in exopolysaccharide export, GumC/Wzc1 domain	M	Cell wall/membrane/envelope biogenesis
WP_014325511.1	COG0782	440545	1.99e-57	47.134	GreA	Transcription elongation factor, GreA/GreB family	K	Transcription
WP_014325517.1	COG1653	441259	5.89e-08	22.93	UgpB	ABC-type glycerol-3-phosphate transport system, periplasmic component	G	Carbohydrate transport and metabolism
WP_014325522.1	COG3638	442855	2.8e-60	29.365	PhnC	ABC-type phosphate/phosphonate transport system, ATPase component	P	Inorganic ion transport and metabolism
WP_014325523.1	COG0816	440578	1.41e-33	29.71	YqgF	YqgF/RuvX protein, pre-16S rRNA maturation RNase/Holliday junction resolvase/anti-termination factor	J	Translation, ribosomal structure and biogenesis
WP_014325526.1	COG0561	440327	7.15e-36	22.605	Cof	Hydroxymethylpyrimidine pyrophosphatase and other HAD family phosphatases	H	Coenzyme transport and metabolism
WP_014325530.1	COG1122	440739	4.29e-72	33.621	EcfA2	Energy-coupling factor transporter ATP-binding protein EcfA2	P	Inorganic ion transport and metabolism
WP_014325539.1	COG0513	440279	2.12e-55	25.057	SrmB	Superfamily II DNA and RNA helicase	L	Replication, recombination and repair
WP_014325544.1	COG0658	440423	1.85e-17	24.335	ComEC	DNA uptake channel protein ComEC, N-terminal domain	U	Intracellular trafficking, secretion, and vesicular transport
WP_014325558.1	COG0006	439777	1.68e-93	33.429	PepP	Xaa-Pro aminopeptidase	E	Amino acid transport and metabolism
WP_014325559.1	COG1196	440809	4.47e-10	19.811	Smc	Chromosome segregation ATPase Smc	D	Cell cycle control, cell division, chromosome partitioning
WP_014325560.1	COG0525	440291	0.0	36.836	ValS	Valyl-tRNA synthetase	J	Translation, ribosomal structure and biogenesis
WP_014325562.1	COG0520	440286	2.72e-109	32.581	CsdA	Selenocysteine lyase/Cysteine desulfurase	E	Amino acid transport and metabolism
WP_014325565.1	COG2374	441941	1.09e-09	19.797		Predicted extracellular nuclease	R	General function prediction only
WP_014325566.1	COG0269	440039	7.23e-81	37.788	UlaD	3-keto-L-gulonate-6-phosphate decarboxylase	G	Carbohydrate transport and metabolism
WP_014325567.1	COG3414	442640	2.73e-25	35.165	SgaB	Phosphotransferase system, galactitol-specific IIB component	G	Carbohydrate transport and metabolism
WP_014325569.1	COG0235	440005	1.18e-62	32.0	AraD	5-methylthioribulose/5-deoxyribulose/Fuculose 1-phosphate aldolase (methionine salvage, sugar degradation)	E	Amino acid transport and metabolism
WP_014325573.1	COG0732	440496	9.36e-07	26.506	HsdS	Restriction endonuclease S subunit	V	Defense mechanisms
WP_014325575.1	COG3064	442298	0.000682	28.369	TolA	Membrane protein TolA involved in colicin uptake	M	Cell wall/membrane/envelope biogenesis
WP_014325577.1	COG0085	439855	0.0	38.881	RpoB	DNA-directed RNA polymerase, beta subunit/140 kD subunit	K	Transcription
WP_014325579.1	COG0060	439830	0.0	35.331	IleS	Isoleucyl-tRNA synthetase	J	Translation, ribosomal structure and biogenesis
WP_014325580.1	COG0220	439990	9.69e-65	36.416	TrmB	tRNA G46 N7-methylase TrmB	J	Translation, ribosomal structure and biogenesis
WP_014325582.1	COG4942	443969	2.02e-05	18.824	EnvC	Septal ring factor EnvC, activator of murein hydrolases AmiA and AmiB	D	Cell cycle control, cell division, chromosome partitioning
WP_014325585.1	COG0221	439991	3.7e-66	44.654	Ppa	Inorganic pyrophosphatase	C	Energy production and conversion
WP_014325586.1	COG0542	440308	0.0	51.768	ClpA	ATP-dependent Clp protease, ATP-binding subunit ClpA	O	Posttranslational modification, protein turnover, chaperones
WP_014325587.1	COG0510	440276	1.89e-17	24.324	CotS	Thiamine kinase or a related kinase	H	Coenzyme transport and metabolism
WP_014325588.1	COG0282	440051	0.0	48.354	AckA	Acetate kinase	C	Energy production and conversion
WP_014325589.1	COG2255	441856	3.8e-98	34.967	RuvB	Holliday junction resolvasome RuvABC, ATP-dependent DNA helicase subunit RuvB	L	Replication, recombination and repair
WP_014325590.1	COG0389	440158	1.44e-89	32.012	DinP	Nucleotidyltransferase/DNA polymerase DinP involved in DNA repair	L	Replication, recombination and repair
WP_014325591.1	COG0222	439992	2.66e-33	45.238	RplL	Ribosomal protein L7/L12	J	Translation, ribosomal structure and biogenesis
WP_014325592.1	COG0333	440102	2.31e-18	66.667	RpmF	Ribosomal protein L32	J	Translation, ribosomal structure and biogenesis
WP_014325593.1	COG0268	440038	2.06e-17	42.353	RpsT	Ribosomal protein S20	J	Translation, ribosomal structure and biogenesis
WP_014325594.1	COG0223	439993	2.82e-96	28.939	Fmt	Methionyl-tRNA formyltransferase	J	Translation, ribosomal structure and biogenesis
WP_014325596.1	COG0416	440185	1.53e-107	34.743	PlsX	Acyl-ACP:phosphate acyltransferase (fatty acid/phospholipid biosynthesis)	I	Lipid transport and metabolism
WP_014325598.1	COG0544	440310	0.003	25.714	Tig	Trigger factor Tig, ribosome-bound chaperone (peptidyl-prolyl cis-trans isomerase)	O	Posttranslational modification, protein turnover, chaperones
WP_014325600.1	COG0171	439941	2.34e-56	37.387	NadE	NH3-dependent NAD+ synthetase	H	Coenzyme transport and metabolism
WP_014325603.1	COG0584	440349	1.09e-28	26.728	UgpQ	Glycerophosphoryl diester phosphodiesterase	I	Lipid transport and metabolism
WP_014325604.1	COG3115	442349	0.003	22.556	ZipA	Cell division protein ZipA, interacts with FtsZ	D	Cell cycle control, cell division, chromosome partitioning
WP_014325608.1	COG0112	439882	0.0	58.374	GlyA	Glycine/serine hydroxymethyltransferase	E	Amino acid transport and metabolism
WP_014325628.1	COG0056	439826	0.0	57.256	AtpA	FoF1-type ATP synthase, alpha subunit	C	Energy production and conversion
WP_014325629.1	COG0712	440476	2.68e-35	27.381	AtpH	FoF1-type ATP synthase, delta subunit	C	Energy production and conversion
WP_014325637.1	COG0103	439873	3.83e-59	53.03	RpsI	Ribosomal protein S9	J	Translation, ribosomal structure and biogenesis
WP_014325638.1	COG2812	442061	2.71e-115	41.104	DnaX	DNA polymerase III, gamma/tau subunits	L	Replication, recombination and repair
WP_014325641.1	COG0513	440279	1.66e-119	33.249	SrmB	Superfamily II DNA and RNA helicase	L	Replication, recombination and repair
WP_014325642.1	COG1191	440804	2.93e-06	22.0	FliA	DNA-directed RNA polymerase specialized sigma subunit	K	Transcription
WP_014325643.1	COG1080	440698	0.0	46.235	PtsA	Phosphoenolpyruvate-protein kinase (PTS system EI component in bacteria)	G	Carbohydrate transport and metabolism
WP_014325644.1	COG0696	440460	0.0	49.608	GpmI	Phosphoglycerate mutase (BPG-independent), AlkP superfamily	G	Carbohydrate transport and metabolism
WP_014325645.1	COG1284	440895	2.62e-33	18.333	YitT	Uncharacterized membrane-anchored protein YitT, contains DUF161 and DUF2179 domains	S	Function unknown
WP_014325650.1	COG0233	440003	1.32e-61	38.587	Frr	Ribosome recycling factor	J	Translation, ribosomal structure and biogenesis
WP_014325651.1	COG0575	440340	5.82e-29	25.676	CdsA	CDP-diglyceride synthetase	I	Lipid transport and metabolism
WP_014325652.1	COG0732	440496	1.01e-11	40.0	HsdS	Restriction endonuclease S subunit	V	Defense mechanisms
WP_014325667.1	COG0228	439998	9.13e-32	47.143	RpsP	Ribosomal protein S16	J	Translation, ribosomal structure and biogenesis
WP_014325668.1	COG0534	440300	4.22e-21	18.711	NorM	Na+-driven multidrug efflux pump, DinF/NorM/MATE family	V	Defense mechanisms
WP_014325669.1	COG0073	439843	9.94e-30	32.5	EMAP	tRNA-binding EMAP/Myf domain	J	Translation, ribosomal structure and biogenesis
WP_014325671.1	COG1210	440823	3.39e-158	52.595	GalU	UTP-glucose-1-phosphate uridylyltransferase	M	Cell wall/membrane/envelope biogenesis
WP_014325672.1	COG0162	439932	3.47e-167	42.787	TyrS	Tyrosyl-tRNA synthetase	J	Translation, ribosomal structure and biogenesis
WP_014325673.1	COG0634	440399	3.46e-68	36.628	HptA	Hypoxanthine-guanine phosphoribosyltransferase	F	Nucleotide transport and metabolism
WP_014325674.1	COG0245	440015	2.09e-12	25.131	IspF	2C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	I	Lipid transport and metabolism
WP_014325676.1	COG1078	440696	4.62e-103	31.829	YdhJ	HD superfamily phosphohydrolase	R	General function prediction only
WP_014325678.1	COG1136	440751	1.09e-96	38.667	LolD	ABC-type lipoprotein targeting system ATPase component LolD	M	Cell wall/membrane/envelope biogenesis
WP_014325680.1	COG0593	440358	1.4e-89	35.37	DnaA	Chromosomal replication initiation ATPase DnaA	L	Replication, recombination and repair
WP_014574838.1	COG0188	439958	0.0	53.425	GyrA	DNA gyrase/topoisomerase IV, subunit A	L	Replication, recombination and repair
WP_014574839.1	COG0172	439942	0.0	46.099	SerS	Seryl-tRNA synthetase	J	Translation, ribosomal structure and biogenesis
WP_014574840.1	COG0470	440238	4.07e-14	26.207	HolB	DNA polymerase III, delta prime subunit	L	Replication, recombination and repair
WP_014574844.1	COG3343	442572	3.42e-24	35.294	RpoE	DNA-directed RNA polymerase, delta subunit	K	Transcription
WP_014574846.1	COG2176	441779	2.37e-56	34.783	PolC	DNA polymerase III, alpha subunit (gram-positive type)	L	Replication, recombination and repair
WP_014574856.1	COG1176	440789	1.44e-41	23.723	PotB	ABC-type spermidine/putrescine transport system, permease component I	E	Amino acid transport and metabolism
WP_014574858.1	COG0687	440451	8.52e-11	22.188	PotD	Spermidine/putrescine-binding periplasmic protein	E	Amino acid transport and metabolism
WP_014574862.1	COG0462	440230	1.06e-160	49.524	PrsA	Phosphoribosylpyrophosphate synthetase	E	Amino acid transport and metabolism
WP_014574880.1	COG0187	439957	0.0	49.371	GyrB	DNA gyrase/topoisomerase IV, subunit B	L	Replication, recombination and repair
WP_014574901.1	COG0087	439857	5.5e-88	45.283	RplC	Ribosomal protein L3	J	Translation, ribosomal structure and biogenesis
WP_014574902.1	COG0091	439861	6.41e-48	51.376	RplV	Ribosomal protein L22	J	Translation, ribosomal structure and biogenesis
WP_014574903.1	COG0186	439956	2.16e-31	54.118	RpsQ	Ribosomal protein S17	J	Translation, ribosomal structure and biogenesis
WP_014574904.1	COG0094	439864	8.2e-111	63.636	RplE	Ribosomal protein L5	J	Translation, ribosomal structure and biogenesis
WP_014574906.1	COG0732	440496	4.3e-07	28.378	HsdS	Restriction endonuclease S subunit	V	Defense mechanisms
WP_014574914.1	COG3064	442298	0.000725	16.129	TolA	Membrane protein TolA involved in colicin uptake	M	Cell wall/membrane/envelope biogenesis
WP_014574916.1	COG0064	439834	9.01e-169	36.475	GatB	Asp-tRNAAsn/Glu-tRNAGln amidotransferase B subunit	J	Translation, ribosomal structure and biogenesis
WP_014574917.1	COG0242	440012	1.41e-46	31.707	Def	Peptide deformylase	J	Translation, ribosomal structure and biogenesis
WP_014574923.1	COG3845	443055	0.0	40.248	NupO	ABC-type guanosine uptake system NupNOPQ, ATPase component NupO	F	Nucleotide transport and metabolism
