QUERY_ID	COG_ID	CDD_ID	EVALUE	IDENTITY	GENE_NAME	COG_NAME	COG_LETTER	COG_DESCRIPTION
NP_415078.1	COG2207	441809	1.11e-16	39.535	AraC	AraC-type DNA-binding domain and AraC-containing proteins	K	Transcription
NP_415082.1	COG4570	443627	1.17e-47	45.0	RusA	Holliday junction resolvase RusA (prophage-encoded endonuclease)	L	Replication, recombination and repair
NP_415084.1	COG3039	442273	8.82e-175	54.348	IS5	Transposase and inactivated derivatives, IS5 family	X	Mobilome: prophages, transposons
NP_415087.1	COG3772	442986	1.31e-69	51.908	RrrD	Phage-related lysozyme (muramidase), GH24 family	M	Cell wall/membrane/envelope biogenesis
NP_415089.1	COG4269	443410	0.006	56.25	YjgN	Uncharacterized membrane protein YjgN, DUF898 family	S	Function unknown
NP_415090.2	COG5562	444304	2.35e-43	23.485	YbcV	Prophage-encoded protein YbcV, DUF1398 family	X	Mobilome: prophages, transposons
NP_415092.1	COG4220	443364	4.95e-58	38.122	Nu1	Phage DNA packaging protein NohA, Nu1 subunit of terminase	X	Mobilome: prophages, transposons
NP_415096.1	COG2207	441809	2.22e-22	36.25	AraC	AraC-type DNA-binding domain and AraC-containing proteins	K	Transcription
NP_415097.1	COG4571	443628	1.44e-154	56.563	OmpT	Outer membrane protease	M	Cell wall/membrane/envelope biogenesis
NP_415098.1	COG2207	441809	1.85e-16	31.944	AraC	AraC-type DNA-binding domain and AraC-containing proteins	K	Transcription
NP_415100.1	COG3914	443119	6.44e-14	20.988	Spy	Predicted O-linked N-acetylglucosamine transferase, SPINDLY family	O	Posttranslational modification, protein turnover, chaperones
NP_415101.1	COG2804	442055	3.75e-21	35.417	GspE/PilB	Type II secretion system/type IV pilus assembly ATPase GspE/PulE/PilB	N	Cell motility
NP_415102.1	COG5002	444026	5.99e-76	32.075	WalK	Sensor histidine kinase WalK	T	Signal transduction mechanisms
NP_415103.1	COG0745	440508	3.41e-76	43.192	OmpR	DNA-binding response regulator, OmpR family, contains REC and winged-helix (wHTH) domain	T	Signal transduction mechanisms
NP_415104.1	COG1538	441147	1.66e-74	34.091	TolC	Outer membrane protein TolC	M	Cell wall/membrane/envelope biogenesis
NP_415105.1	COG5569	444311	1.31e-27	31.532	CusF	Periplasmic Cu and Ag efflux protein CusF	P	Inorganic ion transport and metabolism
NP_415106.1	COG0845	440606	3.27e-52	25.846	AcrA	Multidrug efflux pump subunit AcrA (membrane-fusion protein)	M	Cell wall/membrane/envelope biogenesis
NP_415107.1	COG3696	442911	0.0	46.469	CusA	Cu/Ag efflux pump CusA	P	Inorganic ion transport and metabolism
NP_415108.1	COG1113	440730	0.0	52.308	AnsP	L-asparagine transporter or related permease	E	Amino acid transport and metabolism
NP_415109.1	COG0668	440432	9.34e-44	21.914	MscS	Small-conductance mechanosensitive channel	M	Cell wall/membrane/envelope biogenesis
NP_415110.1	COG0778	440541	5.46e-36	21.739	NfnB	Nitroreductase	C	Energy production and conversion
NP_415111.1	COG2315	441889	1.71e-51	43.243	MmcQ	Predicted DNA-binding protein with double-wing structural motif, MmcQ/YjbR family	K	Transcription
NP_415113.1	COG2170	441773	6.01e-165	37.433	YbdK	Gamma-glutamyl:cysteine ligase YbdK, ATP-grasp superfamily	O	Posttranslational modification, protein turnover, chaperones
NP_415114.1	COG3385	442612	1.44e-12	18.378	InsG	IS4 transposase InsG	X	Mobilome: prophages, transposons
NP_415115.2	COG2977	442216	2.09e-61	35.61	EntD	4'-phosphopantetheinyl transferase EntD (siderophore biosynthesis)	Q	Secondary metabolites biosynthesis, transport and catabolism
NP_415116.1	COG4771	443803	3.81e-121	28.653	FepA	Outer membrane receptor for ferrienterochelin and colicins	P	Inorganic ion transport and metabolism
NP_415117.2	COG2382	441948	2.25e-66	31.967	Fes	Enterochelin esterase or related enzyme	P	Inorganic ion transport and metabolism
YP_588441.1	COG3251	442482	7.86e-31	41.429	MbtH	MbtH family protein, regulates adenylation domains of NRPSs	Q	Secondary metabolites biosynthesis, transport and catabolism
NP_415118.1	COG1020	440643	0.0	31.976	EntF	EntF, seryl-AMP synthase component  of non-ribosomal peptide synthetase	Q	Secondary metabolites biosynthesis, transport and catabolism
NP_415119.1	COG3765	442979	1.05e-144	38.133	WzzB	LPS O-antigen chain length determinant protein, WzzB/FepE family	M	Cell wall/membrane/envelope biogenesis
NP_415120.1	COG1120	440737	3.86e-143	51.969	FepC	ABC-type cobalamin/Fe3+-siderophores transport system, ATPase component	P	Inorganic ion transport and metabolism
NP_415121.1	COG4779	443810	8.27e-116	53.988	FepG	ABC-type enterobactin transport system, permease component	P	Inorganic ion transport and metabolism
NP_415122.1	COG0609	440374	6.72e-82	48.039	FepD	ABC-type Fe3+-siderophore transport system, permease component	P	Inorganic ion transport and metabolism
NP_415123.1	COG2814	442063	6.16e-21	27.139	AraJ	Predicted arabinose efflux permease AraJ, MFS family	G	Carbohydrate transport and metabolism
NP_415124.1	COG4592	443649	6.01e-179	69.435	FepB	ABC-type Fe2+-enterobactin transport system, periplasmic component	P	Inorganic ion transport and metabolism
NP_415125.1	COG1169	440783	1.63e-149	39.788	MenF	Isochorismate synthase EntC	H	Coenzyme transport and metabolism
NP_415126.1	COG1021	440644	0.0	58.131	EntE	EntE, 2,3-dihydroxybenzoate-AMP synthase component of non-ribosomal peptide synthetase	Q	Secondary metabolites biosynthesis, transport and catabolism
NP_415127.1	COG1535	441144	8.83e-130	61.765	EntB1	Isochorismate hydrolase	Q	Secondary metabolites biosynthesis, transport and catabolism
NP_415128.1	COG1028	440651	1.08e-76	37.647	FabG	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family	I	Lipid transport and metabolism
NP_415129.1	COG2050	441653	4.59e-35	28.0	PaaI	Acyl-CoA thioesterase PaaI, contains HGG motif	Q	Secondary metabolites biosynthesis, transport and catabolism
NP_415130.1	COG1966	441569	0.0	50.0	CstA	Carbon starvation protein CstA (peptide/pyruvate transporter)	C	Energy production and conversion
YP_588442.1	COG2879	442126	2.82e-35	66.154	YbdD	Uncharacterized short protein YbdD, DUF466 family	S	Function unknown
NP_415132.1	COG0371	440140	7.31e-121	37.36	GldA	Glycerol dehydrogenase or related enzyme, iron-containing ADH family	C	Energy production and conversion
NP_415133.1	COG0436	440205	4.31e-150	36.292	AspB	Aspartate/methionine/tyrosine aminotransferase	E	Amino acid transport and metabolism
NP_415134.1	COG1475	441084	5.63e-10	23.567	Spo0J	Chromosome segregation protein Spo0J, contains ParB-like CTPase domain	D	Cell cycle control, cell division, chromosome partitioning
NP_415135.1	COG3969	443169	0.0	59.606	YbdN	Predicted phosphoadenosine phosphosulfate sulfurtransferase, contains C-terminal DUF3440 domain	R	General function prediction only
NP_415136.1	COG0583	440348	6.21e-34	19.865	LysR	DNA-binding transcriptional regulator, LysR family	K	Transcription
NP_415137.2	COG1651	441257	6.66e-16	21.705	DsbG	Protein thiol-disulfide isomerase DsbC	O	Posttranslational modification, protein turnover, chaperones
NP_415138.1	COG0450	440219	1.61e-107	47.895	AhpC	Alkyl hydroperoxide reductase subunit AhpC (peroxiredoxin)	V	Defense mechanisms
NP_415139.2	COG3634	442851	5.06e-109	56.061	AhpF	Alkyl hydroperoxide reductase subunit AhpF	V	Defense mechanisms
NP_415140.1	COG0589	440354	9.17e-29	38.462	UspA	Nucleotide-binding universal stress protein,  UspA family	T	Signal transduction mechanisms
NP_415141.1	COG1063	440683	4.5e-133	36.923	Tdh	Threonine dehydrogenase or related Zn-dependent dehydrogenase	E	Amino acid transport and metabolism
NP_415143.1	COG0782	440545	2.24e-18	33.696	GreA	Transcription elongation factor, GreA/GreB family	K	Transcription
NP_415144.1	COG3719	442933	7.68e-75	30.682	RnaI	Ribonuclease I	J	Translation, ribosomal structure and biogenesis
NP_415145.1	COG0471	440239	1.37e-81	29.024	CitT	Di- and tricarboxylate antiporter	G	Carbohydrate transport and metabolism
NP_415146.1	COG1767	441373	3.26e-93	40.468	CitG	Triphosphoribosyl-dephospho-CoA synthetase	H	Coenzyme transport and metabolism
NP_415147.1	COG3697	442912	1.02e-89	53.179	CitX	Phosphoribosyl-dephospho-CoA transferase (holo-ACP synthetase)	H	Coenzyme transport and metabolism
NP_415148.1	COG3051	442285	0.0	66.667	CitF	Citrate lyase, alpha subunit	C	Energy production and conversion
NP_415149.4	COG2301	441876	2.79e-106	42.517	CitE	Citrate lyase beta subunit	G	Carbohydrate transport and metabolism
NP_415150.1	COG3052	442286	1.3e-45	53.409	CitD	Acyl-carrier protein (citrate lyase gamma subunit)	C	Energy production and conversion
NP_415151.4	COG3053	442287	0.0	54.079	CitC	Citrate lyase synthetase CitC	C	Energy production and conversion
NP_415152.1	COG3290	442519	6.75e-110	36.031	CitA	Sensor histidine kinase DipB regulating citrate/malate metabolism	T	Signal transduction mechanisms
NP_415153.1	COG4565	443622	1.03e-47	42.636	CitB	DNA-binding response regulator DpiB of citrate/malate metabolism	K	Transcription
NP_415154.1	COG3069	442303	5.77e-146	49.773	DcuC	C4-dicarboxylate transporter DcuC	C	Energy production and conversion
NP_415156.1	COG1278	440889	5.81e-36	67.692	CspC	Cold shock protein, CspA family	K	Transcription
NP_415157.1	COG0239	440009	2.66e-35	38.211	CrcB	Fluoride ion exporter CrcB/FEX, affects chromosome condensation	D	Cell cycle control, cell division, chromosome partitioning
NP_415160.1	COG1826	441431	4.73e-06	39.474	TatA	Twin-arginine protein secretion pathway components TatA, TatB, TatE	U	Intracellular trafficking, secretion, and vesicular transport
NP_415161.1	COG0320	440089	0.0	60.667	LipA	Lipoate synthase	H	Coenzyme transport and metabolism
NP_415162.4	COG0583	440348	4.82e-32	19.795	LysR	DNA-binding transcriptional regulator, LysR family	K	Transcription
NP_415163.2	COG0321	440090	6.56e-120	49.261	LipB	Lipoate-protein ligase B (lipoyltransferase)	H	Coenzyme transport and metabolism
NP_415164.1	COG2921	442165	1.59e-41	53.933	YbeD	Putative lipoate-binding regulatory protein, UPF0250 family	T	Signal transduction mechanisms
NP_415165.1	COG1686	441292	2.52e-137	42.82	DacC	D-alanyl-D-alanine carboxypeptidase	M	Cell wall/membrane/envelope biogenesis
NP_415166.1	COG0797	440560	3.22e-52	39.516	RlpA	Peptidoglycan lytic transglycosylase RlpA, contains C-terminal SPOR domain	M	Cell wall/membrane/envelope biogenesis
NP_415167.1	COG0772	440535	2.38e-121	44.167	FtsW	Peptodoglycan polymerase FtsW/RodA/SpoVE	D	Cell cycle control, cell division, chromosome partitioning
NP_415168.1	COG0768	440531	0.0	38.088	FtsI	Cell division protein FtsI, peptidoglycan transpeptidase (Penicillin-binding protein 2)	D	Cell cycle control, cell division, chromosome partitioning
NP_415169.1	COG1576	441184	1.62e-87	45.513	RlmH	23S rRNA pseudoU1915 N3-methylase RlmH	J	Translation, ribosomal structure and biogenesis
NP_415170.4	COG0799	440562	2.73e-53	44.762	RsfS	Ribosomal silencing factor RsfS, regulates association of 30S and 50S subunits	J	Translation, ribosomal structure and biogenesis
NP_415171.1	COG0406	440175	1.45e-67	35.567	PhoE	Broad specificity phosphatase PhoE	G	Carbohydrate transport and metabolism
NP_415172.1	COG1057	440677	1.68e-90	44.286	NadD	Nicotinate-nucleotide adenylyltransferase NadD	H	Coenzyme transport and metabolism
NP_415173.1	COG1466	441075	1.7e-71	33.333	HolA	DNA polymerase III, delta subunit	L	Replication, recombination and repair
NP_415174.1	COG2980	442219	3.55e-65	44.578	LptE	Lipopolysaccharide export system lipoprotein LptE/RlpB	M	Cell wall/membrane/envelope biogenesis
NP_415175.1	COG0495	440261	0.0	58.844	LeuS	Leucyl-tRNA synthetase	J	Translation, ribosomal structure and biogenesis
NP_415177.4	COG0790	440553	6.19e-63	42.152	Sel1	Sel1-like repeat, TPR-related	R	General function prediction only
NP_415179.1	COG2214	441816	6.17e-07	24.138	CbpA	Curved DNA-binding protein CbpA, contains a DnaJ-like domain	K	Transcription
NP_415180.1	COG0790	440553	1.42e-36	43.307	Sel1	Sel1-like repeat, TPR-related	R	General function prediction only
NP_415182.1	COG2214	441816	6.26e-05	25.862	CbpA	Curved DNA-binding protein CbpA, contains a DnaJ-like domain	K	Transcription
NP_415183.1	COG0443	440212	1.44e-162	37.292	DnaK	Molecular chaperone DnaK (HSP70)	O	Posttranslational modification, protein turnover, chaperones
NP_415184.1	COG1957	441560	3.97e-161	54.045	URH1	Inosine-uridine nucleoside N-ribohydrolase	F	Nucleotide transport and metabolism
NP_415185.1	COG1126	440743	5.78e-163	61.925	GlnQ	ABC-type polar amino acid transport system, ATPase component	E	Amino acid transport and metabolism
NP_415186.1	COG0765	440528	9.79e-75	42.152	HisM	ABC-type amino acid transport system, permease component	E	Amino acid transport and metabolism
NP_415187.1	COG0765	440528	8.62e-67	29.958	HisM	ABC-type amino acid transport system, permease component	E	Amino acid transport and metabolism
NP_415188.1	COG0834	440596	1.16e-62	33.191	HisJ	ABC-type amino acid transport/signal transduction system, periplasmic component/domain	E	Amino acid transport and metabolism
NP_415189.1	COG3039	442273	8.82e-175	54.348	IS5	Transposase and inactivated derivatives, IS5 family	X	Mobilome: prophages, transposons
NP_415190.1	COG0815	440577	0.0	42.324	Lnt	Apolipoprotein N-acyltransferase	M	Cell wall/membrane/envelope biogenesis
NP_415191.1	COG4535	443601	1.24e-170	58.904	CorC	Mg2+ and Co2+ transporter CorC, contains CBS pair and CorC-HlyC domains	P	Inorganic ion transport and metabolism
NP_415192.1	COG0319	440088	9.71e-57	46.897	YbeY	ssRNA-specific RNase YbeY, 16S rRNA maturation enzyme	J	Translation, ribosomal structure and biogenesis
NP_415193.2	COG1702	441308	0.0	57.751	PhoH	Phosphate starvation-inducible protein PhoH, predicted ATPase	T	Signal transduction mechanisms
NP_415194.1	COG0621	440386	0.0	50.455	MiaB	tRNA A37 methylthiotransferase MiaB	J	Translation, ribosomal structure and biogenesis
NP_415195.1	COG0654	440419	2.66e-82	33.247	UbiH	2-polyprenyl-6-methoxyphenol hydroxylase and related FAD-dependent oxidoreductases	H	Coenzyme transport and metabolism
NP_415200.1	COG0367	440136	0.0	32.275	AsnB	Asparagine synthetase B (glutamine-hydrolyzing)	E	Amino acid transport and metabolism
NP_415201.1	COG0647	440412	5.47e-107	38.889	NagD	Ribonucleotide monophosphatase NagD, HAD superfamily	F	Nucleotide transport and metabolism
NP_415202.1	COG1940	441543	2.35e-92	32.686	NagC	Sugar kinase of the NBD/HSP70 family, may contain an N-terminal HTH domain	G	Carbohydrate transport and metabolism
NP_415203.1	COG1820	441425	8.37e-180	44.063	NagA	N-acetylglucosamine-6-phosphate deacetylase	G	Carbohydrate transport and metabolism
NP_415204.1	COG0363	440132	7.79e-120	42.0	NagB	6-phosphogluconolactonase/Glucosamine-6-phosphate isomerase/deaminase	G	Carbohydrate transport and metabolism
NP_415205.1	COG1263	440875	1.5e-75	34.413	PtsG1	Phosphotransferase system IIC components, glucose/maltose/N-acetylglucosamine-specific	G	Carbohydrate transport and metabolism
NP_415206.1	COG0008	439779	5.33e-141	32.849	GlnS	Glutamyl- or glutaminyl-tRNA synthetase	J	Translation, ribosomal structure and biogenesis
NP_415209.1	COG0735	440498	1.27e-54	46.429	Fur	Fe2+ or Zn2+ uptake regulation protein Fur/Zur	P	Inorganic ion transport and metabolism
NP_415210.1	COG0716	440480	2.88e-50	40.373	FldA	Flavodoxin	C	Energy production and conversion
NP_415212.1	COG0596	440361	1.01e-40	25.316	MenH	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase MenH/undecaprenyl monophosphate-sugar esterase UshA/YqjL	H	Coenzyme transport and metabolism
NP_415213.1	COG3057	442291	9.59e-124	69.022	SeqA	Negative regulator of replication initiation SeqA	L	Replication, recombination and repair
NP_415214.1	COG0033	439803	0.0	62.247	Pgm	Phosphoglucomutase/phosphomannomutase	G	Carbohydrate transport and metabolism
NP_415219.1	COG0531	440297	1.14e-67	25.115	PotE	Serine and glutamate transporter AimA/YbeC, amino acid:H+ symporter family	E	Amino acid transport and metabolism
NP_415220.1	COG1982	441585	0.0	31.623	LdcC	Arginine/lysine/ornithine decarboxylase	E	Amino acid transport and metabolism
NP_415222.1	COG0745	440508	4.55e-72	43.269	OmpR	DNA-binding response regulator, OmpR family, contains REC and winged-helix (wHTH) domain	T	Signal transduction mechanisms
NP_415223.1	COG2205	441807	9.55e-80	38.397	KdpD	K+-sensing histidine kinase KdpD	T	Signal transduction mechanisms
NP_415224.1	COG2156	441759	2.29e-101	55.851	KdpC	K+-transporting ATPase, KdpC subunit	P	Inorganic ion transport and metabolism
NP_415225.1	COG2216	441818	0.0	73.128	KdpB	K+ transport ATPase, ATPase subunit KdpB	P	Inorganic ion transport and metabolism
NP_415226.1	COG2060	441663	0.0	64.884	KdpA	K+-transporting ATPase, KdpA subunit	P	Inorganic ion transport and metabolism
NP_415229.1	COG3209	442442	6.11e-33	15.192	RhsA	Uncharacterized conserved protein RhsA, contains RHS repeats	R	General function prediction only
NP_415234.1	COG5433	444184	1.62e-09	18.943	YhhI	Predicted transposase YbfD/YdcC associated with H repeats	X	Mobilome: prophages, transposons
NP_415235.1	COG3272	442503	6.73e-66	41.558	YbgA	Uncharacterized conserved protein YbgA, DUF1722 family	S	Function unknown
NP_415236.1	COG0415	440184	0.0	48.95	PhrB	Deoxyribodipyrimidine photolyase	L	Replication, recombination and repair
NP_415237.1	COG3104	442338	4.88e-139	35.084	PTR2	Dipeptide/tripeptide permease	E	Amino acid transport and metabolism
NP_415238.1	COG0327	440096	1.52e-120	50.196	NIF3	Putative GTP cyclohydrolase 1 type 2, NIF3 family	H	Coenzyme transport and metabolism
NP_415239.1	COG2049	441652	4.2e-103	49.315	PxpB	5-oxoprolinase subunit B/Allophanate hydrolase subunit 1	E	Amino acid transport and metabolism
NP_415240.1	COG1984	441587	1.49e-161	49.648	PxpC	5-oxoprolinase subunit C/Allophanate hydrolase subunit 2	E	Amino acid transport and metabolism
NP_415241.1	COG1540	441149	6.97e-131	52.61	PxpA	5-oxoprolinase subunit A	E	Amino acid transport and metabolism
NP_415242.1	COG0266	440036	3.86e-91	35.74	Nei	Formamidopyrimidine-DNA glycosylase	L	Replication, recombination and repair
NP_415243.4	COG3180	442413	7.1e-90	44.22	AbrB	Uncharacterized membrane protein AbrB, regulator of aidB expression	R	General function prediction only
NP_415244.4	COG3539	442760	3.99e-07	21.951	FimA	Pilin (type 1 fimbrial protein)	N	Cell motility
NP_415245.1	COG3121	442355	8.19e-71	34.821	FimC	P pilus assembly protein, chaperone PapD	W	Extracellular structures
NP_415246.2	COG3188	442421	0.0	32.773	FimD	Outer membrane usher protein FimD/PapC	N	Cell motility
NP_415247.1	COG3539	442760	2.92e-42	34.054	FimA	Pilin (type 1 fimbrial protein)	N	Cell motility
NP_415248.1	COG0372	440141	0.0	52.865	GltA	Citrate synthase	C	Energy production and conversion
NP_415249.1	COG2009	441612	1.32e-48	46.032	SdhC	Succinate dehydrogenase/fumarate reductase, cytochrome b subunit	C	Energy production and conversion
NP_415250.1	COG2142	441745	7.07e-25	33.645	SdhD	Succinate dehydrogenase, hydrophobic anchor subunit	C	Energy production and conversion
NP_415251.1	COG0029	439800	1.02e-158	35.413	NadB	Aspartate oxidase	H	Coenzyme transport and metabolism
NP_415252.1	COG0479	440247	2.17e-130	48.523	SdhB	Succinate dehydrogenase/fumarate reductase, Fe-S protein subunit	C	Energy production and conversion
NP_415254.1	COG0567	440333	0.0	64.744	SucA	2-oxoglutarate dehydrogenase complex, dehydrogenase (E1) component, and related enzymes	C	Energy production and conversion
NP_415255.1	COG0508	440274	5.4e-27	39.474	AceF	Pyruvate/2-oxoglutarate dehydrogenase complex, dihydrolipoamide acyltransferase (E2) component	C	Energy production and conversion
NP_415256.1	COG0045	439815	0.0	64.433	SucC	Succinyl-CoA synthetase, beta subunit	C	Energy production and conversion
NP_415257.1	COG0074	439844	0.0	72.569	SucD	Succinyl-CoA synthetase, alpha subunit	C	Energy production and conversion
NP_415258.1	COG2188	441791	2.44e-85	41.176	MngR	DNA-binding transcriptional regulator, GntR family	K	Transcription
NP_415259.1	COG1299	440910	1.05e-148	34.874	FrwC	Phosphotransferase system, fructose-specific IIC component	G	Carbohydrate transport and metabolism
NP_415260.1	COG0383	440152	0.0	28.844	MngB	Alpha-mannosidase	G	Carbohydrate transport and metabolism
NP_415261.2	COG1271	440882	0.0	43.529	AppC	Cytochrome bd-type quinol oxidase, subunit 1	C	Energy production and conversion
NP_415262.1	COG1294	440905	1.41e-150	46.429	AppB	Cytochrome bd-type quinol oxidase, subunit 2	C	Energy production and conversion
YP_588444.1	COG4890	443918	1.1e-12	55.556		Predicted outer membrane lipoprotein	S	Function unknown
NP_415263.1	COG3790	443004	1.76e-43	62.887	YbgE	Predicted membrane protein, encoded in cydAB operon	S	Function unknown
NP_415264.1	COG0824	440586	3.37e-45	35.556	FadM	Acyl-CoA thioesterase FadM	I	Lipid transport and metabolism
NP_415265.1	COG0811	440573	1.98e-64	38.14	TolQ	Biopolymer transport protein ExbB/TolQ	U	Intracellular trafficking, secretion, and vesicular transport
NP_415266.1	COG0848	440609	2.36e-18	32.456	ExbD	Biopolymer transport protein ExbD	U	Intracellular trafficking, secretion, and vesicular transport
NP_415267.1	COG4717	443752	0.0001	19.403	YhaN	Predicted ATPase SbcE/YhaN involved in DNA double-strand break repair, contains AAA domain	L	Replication, recombination and repair
NP_415268.1	COG0823	440585	8.27e-49	38.994	TolB	Periplasmic component TolB of the Tol biopolymer transport system	U	Intracellular trafficking, secretion, and vesicular transport
NP_415269.1	COG2885	442131	1.21e-42	41.748	OmpA	Outer membrane protein OmpA and related peptidoglycan-associated (lipo)proteins	M	Cell wall/membrane/envelope biogenesis
NP_415270.1	COG1729	441335	3.47e-36	43.396	CpoB	Cell division protein CpoB, coordinates peptidoglycan biosynthesis and outer membrane constriction	D	Cell cycle control, cell division, chromosome partitioning
NP_415271.1	COG0379	440148	0.0	48.089	NadA	Quinolinate synthase	H	Coenzyme transport and metabolism
NP_415272.1	COG3201	442434	1.44e-52	33.184	PnuC	Nicotinamide riboside transporter PnuC	H	Coenzyme transport and metabolism
NP_415273.1	COG1230	440843	9.08e-115	50.709	CzcD	Co/Zn/Cd efflux system component	P	Inorganic ion transport and metabolism
NP_415275.1	COG0722	440486	0.0	70.37	AroG1	3-deoxy-D-arabino-heptulosonate 7-phosphate (DAHP) synthase	E	Amino acid transport and metabolism
NP_415276.1	COG0588	440353	0.0	71.179	GpmA	Phosphoglycerate mutase (BPG-dependent)	G	Carbohydrate transport and metabolism
NP_415277.1	COG2017	441620	1.45e-105	42.105	GalM	Galactose mutarotase or related enzyme	G	Carbohydrate transport and metabolism
NP_415278.1	COG0153	439923	0.0	53.141	GalK	Galactokinase	G	Carbohydrate transport and metabolism
NP_415279.1	COG1085	440702	0.0	48.68	GalT	Galactose-1-phosphate uridylyltransferase	G	Carbohydrate transport and metabolism
NP_415280.3	COG1087	440704	0.0	55.03	GalE	UDP-glucose 4-epimerase	M	Cell wall/membrane/envelope biogenesis
NP_415281.1	COG1119	440736	1.24e-120	50.455	ModF	ABC-type molybdenum transport system, ATPase component ModF/photorepair protein PhrA	P	Inorganic ion transport and metabolism
NP_415282.1	COG3585	442804	6.97e-43	40.845	MopI	Molybdopterin-binding protein MopI	H	Coenzyme transport and metabolism
NP_415284.1	COG0725	440489	3.82e-93	45.312	ModA	ABC-type molybdate transport system, periplasmic Mo-binding protein ModA	P	Inorganic ion transport and metabolism
NP_415285.1	COG4149	443320	6.77e-92	51.339	ModB	ABC-type molybdate transport system, permease component ModB	P	Inorganic ion transport and metabolism
NP_415286.1	COG4148	443319	0.0	49.057	ModC	ABC-type molybdate transport system, ATPase component ModC	P	Inorganic ion transport and metabolism
NP_415287.1	COG0561	440327	1.6e-62	30.682	Cof	Hydroxymethylpyrimidine pyrophosphatase and other HAD family phosphatases	H	Coenzyme transport and metabolism
NP_415288.1	COG2706	442025	9.36e-127	37.176	Pgl	6-phosphogluconolactonase, cycloisomerase 2 family	G	Carbohydrate transport and metabolism
NP_415289.4	COG0583	440348	1.02e-66	28.819	LysR	DNA-binding transcriptional regulator, LysR family	K	Transcription
NP_415290.1	COG2828	442076	0.0	52.861	PrpF	2-Methylaconitate cis-trans-isomerase PrpF (2-methyl citrate pathway)	C	Energy production and conversion
NP_415291.1	COG0471	440239	3.67e-79	31.217	CitT	Di- and tricarboxylate antiporter	G	Carbohydrate transport and metabolism
NP_415292.2	COG0065	439835	1.52e-40	27.397	LeuC	Homoaconitase/3-isopropylmalate dehydratase large subunit	E	Amino acid transport and metabolism
NP_415293.1	COG4677	443713	7.54e-36	28.723	PemB	Pectin methylesterase and related acyl-CoA thioesterases	G	Carbohydrate transport and metabolism
NP_415294.1	COG1881	441485	1.48e-78	45.912	YbhB	Uncharacterized protein, putative kinase inhibitor, PEBP/RKIP/YbhB/UPF0098 family	R	General function prediction only
NP_415295.1	COG0161	439931	0.0	45.946	BioA	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase	H	Coenzyme transport and metabolism
NP_415296.1	COG0502	440268	0.0	51.447	BioB	Biotin synthase or related enzyme	H	Coenzyme transport and metabolism
NP_415297.1	COG0156	439926	1.75e-171	48.333	BioF	7-keto-8-aminopelargonate synthetase or related enzyme	H	Coenzyme transport and metabolism
NP_415298.1	COG2226	441828	1.15e-36	32.624	UbiE	Ubiquinone/menaquinone biosynthesis C-methylase UbiE/MenG or 23S rRNA G745 methylase RmlAII or tRNA-U5 methylase TRM9	H	Coenzyme transport and metabolism
NP_415299.1	COG0132	439902	2.61e-117	48.43	BioD	Dethiobiotin synthetase	H	Coenzyme transport and metabolism
NP_415300.1	COG0556	440322	0.0	70.075	UvrB	Excinuclease UvrABC helicase subunit UvrB	L	Replication, recombination and repair
NP_415301.1	COG0391	440160	2.02e-118	40.0	CofD	Archaeal 2-phospho-L-lactate transferase/Bacterial gluconeogenesis factor, CofD/UPF0052 family	G	Carbohydrate transport and metabolism
NP_415302.1	COG2896	442141	1.39e-171	42.121	MoaA	GTP 3',8-cyclase (molybdenum cofactor biosynthesis protein MoaA)	H	Coenzyme transport and metabolism
NP_415303.1	COG0521	440287	2.95e-83	50.296	MoaB	Molybdopterin adenylyltransferase MoaB/MogA	H	Coenzyme transport and metabolism
NP_415304.1	COG0315	440084	2.83e-103	63.399	MoaC	Molybdenum cofactor biosynthesis enzyme MoaC	H	Coenzyme transport and metabolism
NP_415305.1	COG1977	441580	3.96e-30	41.463	MoaD	Molybdopterin synthase sulfur carrier subunit MoaD	H	Coenzyme transport and metabolism
NP_415306.1	COG0314	440083	7.82e-76	53.147	MoaE	Molybdopterin synthase catalytic subunit MoaE	H	Coenzyme transport and metabolism
NP_415307.1	COG0670	440434	3.13e-76	45.833	YbhL	Integral membrane protein YbhL, putative Ca2+ regulator, Bax inhibitor (BI-1)/TMBIM family	P	Inorganic ion transport and metabolism
NP_415308.1	COG0670	440434	9.47e-08	25.444	YbhL	Integral membrane protein YbhL, putative Ca2+ regulator, Bax inhibitor (BI-1)/TMBIM family	P	Inorganic ion transport and metabolism
NP_415309.1	COG0392	440161	1.15e-43	32.472	AglD2	Predicted membrane flippase AglD2/YbhN, UPF0104 family	M	Cell wall/membrane/envelope biogenesis
NP_415310.1	COG1502	441111	3.41e-114	37.26	Cls	Phosphatidylserine/phosphatidylglycerophosphate/cardiolipin synthase	I	Lipid transport and metabolism
NP_415311.1	COG3568	442789	5.47e-44	25.397	ElsH	Metal-dependent hydrolase, endonuclease/exonuclease/phosphatase family	R	General function prediction only
NP_415313.1	COG0842	440604	1.29e-55	37.056	YadH	ABC-type multidrug transport system, permease component	V	Defense mechanisms
NP_415314.1	COG0842	440604	4.26e-43	40.0	YadH	ABC-type multidrug transport system, permease component	V	Defense mechanisms
